StartDate,EndDate,ResponseType,IPAddress,Progress,Duration,Finished,RecordedDate,ResponseID,Latitude,Longitude,Channel,Language,HairLength,DryingTime,ScalpNumber ,FlakesFrequency,HairType,ProductStyling,HairProblem,ScalpfeelWash,Strand,HairGreyed ,HairTreatmentChemeical,HairTreatment,ProductSmell,Races,AgeRange,Countries,Sex,ZipCode,Porosity,target_1,target
11/11/2020 10:39,11/11/2020 10:42,IP Address,76.187.83.157,100,187,TRUE,11/11/2020 10:42,R_SIsTrpHQSDh1v1f,33.1493988,-96.82800293,anonymous,EN,Armpit length,1-2 hours,Some of my scalp.,Weekly,3b,"Gel,Styling Cream","Frizz,Dry Scalp,Dandruff,Oily Scalp,Rough/Dry Hair",Oily,Thick and noticeable.,None at all,,Rarely,Floral,Asian,18-24,India,Female,75034,Medium,curly_Medium,1
11/11/2020 11:22,11/11/2020 11:26,IP Address,129.119.235.29,100,210,TRUE,11/11/2020 11:26,R_2THQPnJIMnlSY8b,32.82659912,-96.7888031,anonymous,EN,Mid-back or longer,1-2 hours,I have no problem seeing my scalp.,Sometimes,3c,"Styling Cream,Hair Spray","Hair Growth,Thinning,Frizz,Too Little Volume,Dandruff",Combination,Thick and noticeable.,None at all,,Once or twice a year,Floral,Arab or Middle Eastern,18-24,Lebanon,Female,75002,Medium,curly_Medium,1
11/11/2020 11:38,11/11/2020 11:42,IP Address,107.77.200.11,100,196,TRUE,11/11/2020 11:42,R_1dhNzHt5utHiyDw,32.77870178,-96.82170105,anonymous,EN,Mid-back or longer,1-2 hours,Some of my scalp.,Weekly,2b,Styling Cream,"Frizz,Split Ends,Dry Scalp,Dandruff,Oily Scalp",Combination,Thick and noticeable.,None at all,,Once or twice a year,Fresh,White,18-24,United States of America,Female,70507,Medium,wavy_Medium,4
11/11/2020 9:44,11/11/2020 12:01,IP Address,129.119.235.25,100,8239,TRUE,11/11/2020 12:01,R_2PcxwRsJpfUMXQS,32.82659912,-96.7888031,anonymous,EN,Armpit length,1-2 hours,I have no problem seeing my scalp.,Rarely,3a,"None of these, I prefer...","Frizz,Oily Scalp",Oily,I can't feel the strand.,None at all,,Once or twice a year,Fresh,White,18-24,United States of America,Female,,Medium,curly_Medium,1
11/11/2020 12:27,11/11/2020 12:30,IP Address,129.119.235.16,100,163,TRUE,11/11/2020 12:30,R_215uaozz4xPyOSK,32.82659912,-96.7888031,anonymous,EN,Armpit length,1-2 hours,Some of my scalp.,Sometimes,2c,Gel,"Frizz,Split Ends,Chemical and Heat Damage",Oily,I can't feel the strand.,None at all,,Once or twice a year,Unscented,White,18-24,,Female,,Medium,wavy_Medium,4
11/11/2020 13:48,11/11/2020 13:50,IP Address,107.77.196.130,100,170,TRUE,11/11/2020 13:50,R_24MEaUUGket1de2,32.87930298,-96.63749695,anonymous,EN,Armpit length,1-2 hours,Some of my scalp.,Rarely,3a,Hair Spray,"Frizz,Split Ends,Rough/Dry Hair",Oily,Thin and bendable.,None at all,,Rarely,Fresh,White,18-24,United States of America,Female,39211,Medium,curly_Medium,1
11/11/2020 13:53,11/11/2020 13:59,IP Address,31.185.153.165,100,393,TRUE,11/11/2020 13:59,R_3en5dSitKZF8jJz,51.64489746,-0.042999268,anonymous,EN,Chin length,"A pretty long time, may be damp the whole day.",Very little of my scalp if any.,Sometimes,4c,"Gel,Oil","Frizz,Dry Scalp,Dandruff,Chemical and Heat Damage",Balanced,Thick and noticeable.,None at all,,Every few months,Floral,Black or African American,35-44,,Female,,High,coils_High,6
11/11/2020 13:56,11/11/2020 14:03,IP Address,190.107.251.13,100,429,TRUE,11/11/2020 14:03,R_WlhcDDsGaGH96Mh,12.21290588,-68.29440308,anonymous,EN,Shoulder length,1-2 hours,I have no problem seeing my scalp.,Rarely,4b,"Gel,Styling Cream,Custard,Hair Wax/Pomade,Oil","Frizz,Too Much Volume,Split Ends,Dry Scalp,Rough/Dry Hair",Dry,Thin and bendable.,None at all,,Rarely,Fruity,Black or African American,18-24,,Female,0,Medium,coils_Medium,7
11/11/2020 15:02,11/11/2020 15:05,IP Address,73.191.1.141,100,220,TRUE,11/11/2020 15:05,R_1esBRpU1splBwc5,38.35229492,-75.53859711,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",Very little of my scalp if any.,Sometimes,4b,"Styling Cream,Oil","Split Ends,Breakage,Dull hair strands,Rough/Dry Hair",Balanced,Thick and noticeable.,None at all,,Once or twice a year,Fruity,Black or African American,25-34,United States of America,Female,21875,High,coils_High,6
11/11/2020 15:15,11/11/2020 15:18,IP Address,192.136.219.116,100,173,TRUE,11/11/2020 15:18,R_1CJFrNcmUF1jI1X,32.65870667,-97.16169739,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",Some of my scalp.,Rarely,2c,"Custard,Oil","Frizz,Chemical and Heat Damage,Breakage",Combination,Thick and noticeable.,Just a few hairs here and there,Keratin Treatment,Rarely,Fruity,Arab or Middle Eastern,25-34,Palestine,Female,76002,High,wavy_High,3
11/11/2020 15:31,11/11/2020 15:36,IP Address,129.119.235.24,100,292,TRUE,11/11/2020 15:36,R_TvhQqUDFHfw9997,32.82659912,-96.7888031,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",Very little of my scalp if any.,Rarely,4c,"None of these, I prefer...","Dull hair strands,Rough/Dry Hair",Dry,Thick and noticeable.,None at all,Synthetic extensions,Once or twice a year,Spice,Black or African American,18-24,Nigeria,Female,75068,High,coils_High,6
11/11/2020 15:36,11/11/2020 15:38,IP Address,47.187.227.44,100,135,TRUE,11/11/2020 15:38,R_1MWGNH0dJq7Mh0f,32.93460083,-96.55439758,anonymous,EN,Shoulder length,1-2 hours,Very little of my scalp if any.,Rarely,3b,"Gel,Styling Cream","Hair Growth,Frizz,Split Ends,Breakage,Rough/Dry Hair",Dry,Thin and bendable.,None at all,,Once or twice a year,Fruity,"White,Other",18-24,United States of America,Female,75089,Medium,curly_Medium,1
11/11/2020 15:36,11/11/2020 15:43,IP Address,68.99.198.182,100,435,TRUE,11/11/2020 15:43,R_3MMeG2GCX5D8Xki,33.46560669,-111.9955978,anonymous,EN,Above the ear or shoulder,1-2 hours,Some of my scalp.,Weekly,4c,"Oil,Hair Spray,None of these, I prefer...","Split Ends,Dry Scalp,Dandruff",Dry,Thin and bendable.,Just a few hairs here and there,,Rarely,Unscented,Black or African American,45-54,Zimbabwe,Female,85013,Medium,coils_Medium,7
11/11/2020 15:43,11/11/2020 15:48,IP Address,68.99.198.182,100,313,TRUE,11/11/2020 15:48,R_1Q4uwmi4t1h285s,33.46560669,-111.9955978,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",I have no problem seeing my scalp.,Rarely,4a,"Gel,Styling Cream,Oil,Hair Spray,None of these, I prefer...","Frizz,Split Ends,Rough/Dry Hair",Balanced,Thin and bendable.,None at all,,Rarely,Unscented,Black or African American,Under 10,Zimbabwe,Female,85013,High,coils_High,6
11/11/2020 15:39,11/11/2020 15:49,IP Address,76.187.99.250,100,606,TRUE,11/11/2020 15:49,R_AcEfcnBG23yBII1,32.80079651,-96.78839874,anonymous,EN,Mid-back or longer,"A pretty long time, may be damp the whole day.",Some of my scalp.,Daily,2a,Oil,"Frizz,Split Ends,Dry Scalp,Dandruff,Oily Scalp",Combination,Thin and bendable.,Just a few hairs here and there,,Once or twice a year,Floral,Asian,18-24,India,Female,75007,High,wavy_High,3
11/11/2020 15:49,11/11/2020 15:52,IP Address,68.99.198.182,100,175,TRUE,11/11/2020 15:52,R_3fkMSkZMr6lTIm6,33.46560669,-111.9955978,anonymous,EN,Above the ear or shoulder,1-2 hours,I have no problem seeing my scalp.,Rarely,3b,"Gel,Styling Cream,Oil,Hair Spray,None of these, I prefer...",Frizz,Balanced,Thin and bendable.,None at all,,Rarely,Unscented,Black or African American,Under 10,Zimbabwe,Male,85013,Medium,curly_Medium,1
11/11/2020 16:18,11/11/2020 16:22,IP Address,72.181.141.103,100,203,TRUE,11/11/2020 16:22,R_4UwM8phMvilfPSV,32.83099365,-96.76920319,anonymous,EN,Armpit length,1-2 hours,Very little of my scalp if any.,Rarely,2a,Oil,"Thinning,Too Little Volume,Chemical and Heat Damage,Breakage,Oily Scalp",Combination,Thin and bendable.,None at all,,Monthly,Floral,White,18-24,United States of America,Female,75219,Medium,wavy_Medium,4
11/11/2020 16:21,11/11/2020 16:29,IP Address,47.17.159.182,100,462,TRUE,11/11/2020 16:29,R_1lfRntAXF9aWPSN,40.83120728,-73.90670013,anonymous,EN,Mid-back or longer,1-2 hours,I have no problem seeing my scalp.,Sometimes,4a,"Custard,Hair Wax/Pomade","Split Ends,Breakage",Balanced,Thin and bendable.,None at all,,Rarely,Fresh,Black or African American,25-34,Guinea,Female,10461,Medium,coils_Medium,7
11/11/2020 16:43,11/11/2020 16:46,IP Address,76.85.99.107,100,191,TRUE,11/11/2020 16:46,R_1Cdy22zNjGKSUr0,32.92599487,-96.96659851,anonymous,EN,Mid-back or longer,"A pretty long time, may be damp the whole day.",Very little of my scalp if any.,Sometimes,2c,Oil,"Frizz,Rough/Dry Hair",Balanced,Thick and noticeable.,None at all,,Rarely,Unscented,"Arab or Middle Eastern,South Asian",18-24,,Female,,High,wavy_High,3
11/11/2020 17:04,11/11/2020 17:07,IP Address,172.56.11.26,100,208,TRUE,11/11/2020 17:07,R_3NV39IdHoIfsKV4,42.3914032,-83.14929962,anonymous,EN,,"A pretty long time, may be damp the whole day.",Some of my scalp.,Rarely,4a,"Gel,Styling Cream,Custard,Oil","Frizz,Split Ends,Breakage,Dull hair strands,Rough/Dry Hair",Balanced,Thick and noticeable.,None at all,,Rarely,Fruity,Black or African American,25-34,,Female,43227,High,coils_High,6
11/11/2020 17:42,11/11/2020 17:44,IP Address,24.74.23.50,100,170,TRUE,11/11/2020 17:44,R_2TXEE0cGCBXvkpM,35.24969482,-81.13690186,anonymous,EN,Shoulder length,1-2 hours,I have no problem seeing my scalp.,Rarely,4b,Styling Cream,"Hair Growth,Split Ends",Balanced,Thin and bendable.,Just a few hairs here and there,,Monthly,Fruity,Black or African American,25-34,United States of America,Female,,Medium,coils_Medium,7
11/11/2020 19:21,11/11/2020 19:24,IP Address,172.58.70.178,100,184,TRUE,11/11/2020 19:24,R_qLwc295h6kq2wN3,35.46620178,-97.51679993,anonymous,EN,Mid-back or longer,1-2 hours,I have no problem seeing my scalp.,Daily,3a,"Gel,Styling Cream,Oil,Hair Spray","Frizz,Split Ends,Dry Scalp,Dandruff,Rough/Dry Hair",Combination,Thick and noticeable.,Just a few hairs here and there,Keratin Treatment,Once or twice a year,Fresh,South Asian,18-24,India,Female,75206,Medium,curly_Medium,1
11/11/2020 21:08,11/11/2020 21:12,IP Address,107.77.201.225,100,270,TRUE,11/11/2020 21:12,R_2zec2t9vuBG7QWU,32.74899292,-96.46289825,anonymous,EN,Shoulder length,"A pretty long time, may be damp the whole day.",Some of my scalp.,Rarely,3c,"Gel,Styling Cream,Oil","Hair Growth,Frizz,Too Little Volume,Dry Scalp",Dry,Thick and noticeable.,None at all,,Rarely,Fresh,Other,18-24,Brazil,Female,75051,High,curly_High,0
11/12/2020 6:06,11/12/2020 6:09,IP Address,75.16.177.151,100,211,TRUE,11/12/2020 6:09,R_xsEBQv4mFa8GioF,32.86459351,-96.78839874,anonymous,EN,Shoulder length,1-2 hours,Some of my scalp.,Rarely,3c,Styling Cream,"Hair Growth,Thinning,Too Little Volume,Breakage,Rough/Dry Hair",Balanced,Thick and noticeable.,None at all,,Rarely,Fresh,Black or African American,18-24,Ethiopia,Female,,Medium,curly_Medium,1
11/12/2020 9:25,11/12/2020 9:27,IP Address,70.112.182.190,100,118,TRUE,11/12/2020 9:27,R_1Lv6SzPmE2sZtVr,30.34710693,-97.76490021,anonymous,EN,Shoulder length,1-2 hours,Very little of my scalp if any.,Rarely,2b,Hair Wax/Pomade,"Frizz,Too Much Volume,Split Ends,Rough/Dry Hair",Balanced,Thick and noticeable.,None at all,,Rarely,Floral,White,18-24,South Africa,Male,78705,Medium,wavy_Medium,4
11/12/2020 11:55,11/12/2020 12:00,IP Address,107.206.242.19,100,301,TRUE,11/12/2020 12:00,R_1KjwJClwGkOJeBU,34.00340271,-84.46050262,anonymous,EN,Shoulder length,"A pretty long time, may be damp the whole day.",Some of my scalp.,Sometimes,4a,"Styling Cream,Hair Spray","Hair Growth,Split Ends,Dry Scalp,Dandruff,Chemical and Heat Damage",Dry,Thick and noticeable.,None at all,,Once or twice a year,Floral,Black or African American,18-24,Ethiopia,Female,30062,High,coils_High,6
11/12/2020 12:05,11/12/2020 12:08,IP Address,107.72.178.5,100,203,TRUE,11/12/2020 12:08,R_u9xL2ucMjir315v,25.81530762,-80.35769653,anonymous,EN,,"A pretty long time, may be damp the whole day.",I have no problem seeing my scalp.,Rarely,4b,"Gel,Styling Cream,Oil","Frizz,Too Little Volume,Rough/Dry Hair",Combination,Thick and noticeable.,None at all,Natural extensions,Rarely,Fruity,Black or African American,25-34,Bahamas,Female,33024,High,coils_High,6
11/12/2020 15:16,11/12/2020 15:18,IP Address,107.77.199.73,100,112,TRUE,11/12/2020 15:18,R_4Z6FgOkVwSibmiR,32.97200012,-96.79139709,anonymous,EN,,1-2 hours,Very little of my scalp if any.,Weekly,2c,"Gel,Oil","Frizz,Too Much Volume,Dry Scalp,Dandruff,Rough/Dry Hair",Combination,Thick and noticeable.,None at all,,Rarely,Floral,South Asian,18-24,Pakistan,Female,75035,Medium,wavy_Medium,4
11/12/2020 17:30,11/12/2020 17:32,IP Address,129.119.235.4,100,131,TRUE,11/12/2020 17:32,R_2ffhFsv40qNm0v0,32.82659912,-96.7888031,anonymous,EN,Shoulder length,1-2 hours,I have no problem seeing my scalp.,Rarely,2a,Hair Spray,"Hair Growth,Split Ends,Breakage",Oily,I can't feel the strand.,None at all,,Every few months,Fresh,White,18-24,,Female,30319,Medium,wavy_Medium,4
11/12/2020 17:51,11/12/2020 17:54,IP Address,172.56.7.117,100,171,TRUE,11/12/2020 17:54,R_3q2bpjnuWG1GIQF,30.23039246,-97.72429657,anonymous,EN,Above the ear or shoulder,Just a few minutes out of the shower,I have no problem seeing my scalp.,Sometimes,2b,"None of these, I prefer...","Hair Growth,Thinning,Baldness/Alopecia,Frizz,Breakage",Combination,Thin and bendable.,None at all,,Rarely,Unscented,South Asian,18-24,India,Male,,Low,wavy_Low,5
11/13/2020 9:33,11/13/2020 9:39,IP Address,129.119.235.4,100,350,TRUE,11/13/2020 9:39,R_2CIgcGc4efAeoIP,32.82659912,-96.7888031,anonymous,EN,Armpit length,1-2 hours,Some of my scalp.,Rarely,2b,"Mousse,Hair Spray,None of these, I prefer...","Frizz,Oily Scalp",Oily,Thin and bendable.,None at all,,Rarely,Fresh,White,18-24,United States of America,Female,92024,Medium,wavy_Medium,4
11/13/2020 10:13,11/13/2020 10:15,IP Address,129.119.235.19,100,119,TRUE,11/13/2020 10:15,R_2PgHArU8pGfQVYw,32.82659912,-96.7888031,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",Some of my scalp.,Rarely,2b,"Gel,Styling Cream,Mousse","Frizz,Too Much Volume,Dull hair strands,Rough/Dry Hair",Balanced,Thick and noticeable.,None at all,,Every few months,Fresh,"White,Other",18-24,United States of America,Female,75093,High,wavy_High,3
11/13/2020 10:48,11/13/2020 10:51,IP Address,172.58.70.176,100,186,TRUE,11/13/2020 10:51,R_3OePVdGzDppFYwD,35.46620178,-97.51679993,anonymous,EN,Shoulder length,Just a few minutes out of the shower,Some of my scalp.,Sometimes,2c,"Styling Cream,Oil,Hair Spray","Hair Growth,Frizz,Too Little Volume,Split Ends,Dandruff,Chemical and Heat Damage,Breakage,Oily Scalp",Oily,Thin and bendable.,None at all,,Every few months,Floral,White,25-34,Albania,Female,75081,Low,wavy_Low,5
11/14/2020 2:39,11/14/2020 2:45,IP Address,47.185.207.186,100,383,TRUE,11/14/2020 2:45,R_2EyqwotWce0Pidg,33.02870178,-96.68260193,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",Some of my scalp.,Sometimes,3c,"Styling Cream,Custard,Oil","Frizz,Rough/Dry Hair",Balanced,Thick and noticeable.,None at all,,Once or twice a year,Fruity,Black or African American,18-24,Kenya,Female,,High,curly_High,0
11/15/2020 21:47,11/15/2020 21:50,IP Address,107.204.151.184,100,153,TRUE,11/15/2020 21:50,R_21sMMzSRdZ7pq9Y,32.7539978,-97.13629913,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",I have no problem seeing my scalp.,Rarely,3b,"Styling Cream,Mousse,Custard,Oil","Hair Growth,Frizz,Too Much Volume,Rough/Dry Hair",Combination,Thin and bendable.,None at all,,Once or twice a year,Fruity,Black or African American,18-24,United States of America,Female,75040,High,curly_High,0
11/16/2020 7:24,11/16/2020 7:30,IP Address,78.190.229.244,100,345,TRUE,11/16/2020 7:30,R_1IMpGRR3YVMaKSF,39.98060608,26.2368927,anonymous,EN,Shoulder length,1-2 hours,Some of my scalp.,Daily,2c,"Styling Cream,Oil","Thinning,Baldness/Alopecia,Dandruff,Breakage,Oily Scalp",Oily,Thin and bendable.,None at all,Keratin Treatment,Every few months,Fresh,White,18-24,Turkey,Female,17000,Medium,wavy_Medium,4
11/16/2020 9:39,11/16/2020 9:45,IP Address,47.186.77.50,100,383,TRUE,11/16/2020 9:45,R_1nPnLNDVne7b8n6,33.00320435,-96.54340363,anonymous,EN,Armpit length,1-2 hours,Some of my scalp.,Daily,2c,"Styling Cream,Mousse","Frizz,Split Ends,Dry Scalp,Dandruff,Chemical and Heat Damage",Oily,Thin and bendable.,None at all,,Weekly,Unscented,"White,Other",18-24,Mexico,Female,75098,Medium,wavy_Medium,4
11/16/2020 18:57,11/16/2020 19:01,IP Address,76.184.210.163,100,236,TRUE,11/16/2020 19:01,R_QhrHjsTsLGKKugF,33.19760132,-96.61779785,anonymous,EN,Shoulder length,"A pretty long time, may be damp the whole day.",Some of my scalp.,Weekly,4a,"Gel,Styling Cream,Hair Wax/Pomade,Oil","Hair Growth,Frizz,Split Ends,Dry Scalp,Breakage",Combination,Thin and bendable.,None at all,,Rarely,Fresh,Black or African American,18-24,United States of America,Female,,High,coils_High,6
11/17/2020 3:16,11/17/2020 3:20,IP Address,123.208.175.161,100,239,TRUE,11/17/2020 3:20,R_33g3AIQeephlVUc,-37.7684021,144.9512939,anonymous,EN,Mid-back or longer,1-2 hours,Some of my scalp.,Rarely,2c,Oil,"Thinning,Frizz,Split Ends,Breakage,Dull hair strands",Balanced,I can't feel the strand.,None at all,,Rarely,Floral,"White,Arab or Middle Eastern",35-44,Egypt,Female,,Medium,wavy_Medium,4
11/17/2020 11:06,11/17/2020 11:09,IP Address,129.119.235.3,100,201,TRUE,11/17/2020 11:09,R_2CDuJousXv3uEUp,32.82659912,-96.7888031,anonymous,EN,Armpit length,1-2 hours,I have no problem seeing my scalp.,Rarely,2b,Mousse,"Hair Growth,Split Ends,Breakage,Oily Scalp,Rough/Dry Hair",Oily,Thin and bendable.,None at all,,Once or twice a year,Fresh,White,18-24,United Kingdom of Great Britain and Northern Ireland,Female,75022,Medium,wavy_Medium,4
11/17/2020 20:33,11/17/2020 20:37,IP Address,172.58.110.222,100,232,TRUE,11/17/2020 20:37,R_1Ia49HYoQBTNmmq,32.78359985,-96.86740112,anonymous,EN,Mid-back or longer,"A pretty long time, may be damp the whole day.",Very little of my scalp if any.,Weekly,4a,"Styling Cream,Custard,None of these, I prefer...","Hair Growth,Frizz,Too Little Volume,Dry Scalp,Dandruff",Balanced,I can't feel the strand.,Just a few hairs here and there,,Once or twice a year,Fresh,South Asian,18-24,Pakistan,Female,75038,High,coils_High,6
11/18/2020 10:52,11/18/2020 10:57,IP Address,76.233.67.152,100,249,TRUE,11/18/2020 10:57,R_2P5cWJ5CmHNnVlE,32.82090759,-97.17649841,anonymous,EN,Mid-back or longer,"A pretty long time, may be damp the whole day.",Very little of my scalp if any.,Weekly,3a,"Styling Cream,Oil","Frizz,Dandruff,Rough/Dry Hair",Combination,Thick and noticeable.,None at all,,Once or twice a year,Spice,Arab or Middle Eastern,25-34,Palestine,Female,76016,High,curly_High,0
11/18/2020 13:58,11/18/2020 14:01,IP Address,47.187.206.175,100,165,TRUE,11/18/2020 14:01,R_2YJjKwCyyxGaFS1,33.0809021,-96.72409821,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",Some of my scalp.,Daily,4b,"Gel,Styling Cream,Custard,Oil","Split Ends,Dry Scalp,Dandruff,Breakage,Rough/Dry Hair",Dry,Thick and noticeable.,None at all,,Every few months,Fresh,Black or African American,18-24,"Congo, Republic of the...",Female,75025,High,coils_High,6
11/18/2020 17:12,11/18/2020 17:20,IP Address,76.251.32.203,100,452,TRUE,11/18/2020 17:20,R_32QooHUNrJDAxeS,32.98800659,-96.68840027,anonymous,EN,Mid-back or longer,"A pretty long time, may be damp the whole day.",I have no problem seeing my scalp.,Rarely,3c,"Styling Cream,Oil,Hair Spray","Thinning,Frizz,Split Ends,Breakage,Rough/Dry Hair",Combination,Thin and bendable.,None at all,,Rarely,Floral,Arab or Middle Eastern,18-24,Yemen,Female,75081,High,curly_High,0
11/19/2020 9:54,11/19/2020 10:02,IP Address,51.39.20.141,100,463,TRUE,11/19/2020 10:02,R_1K15jadktCMThPI,24.65370178,46.7151947,anonymous,EN,Above the ear or shoulder,Just a few minutes out of the shower,Very little of my scalp if any.,Rarely,2b,"None of these, I prefer...",Hair Growth,Dry,Thick and noticeable.,None at all,,Every few months,Musk,Arab or Middle Eastern,25-34,Saudi Arabia,Male,75206,Low,wavy_Low,5
11/19/2020 13:12,11/19/2020 13:15,IP Address,70.114.105.17,100,181,TRUE,11/19/2020 13:15,R_3Lba9qabXGFwMSt,33.09280396,-96.645401,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",Very little of my scalp if any.,Rarely,3b,"Gel,Styling Cream,Mousse,Oil","Too Little Volume,Dry Scalp",Dry,Thin and bendable.,Just a few hairs here and there,,Rarely,Fresh,Arab or Middle Eastern,25-34,Egypt,Female,75013,High,curly_High,0
11/19/2020 14:17,11/19/2020 14:22,IP Address,72.181.220.230,100,270,TRUE,11/19/2020 14:22,R_snHMd55PuoGfog9,32.82310486,-96.96679688,anonymous,EN,Mid-back or longer,1-2 hours,Some of my scalp.,Daily,2a,Oil,"Thinning,Too Little Volume,Dandruff",Balanced,Thin and bendable.,Just a few hairs here and there,,Once or twice a year,Fresh,South Asian,18-24,India,Female,,Medium,wavy_Medium,4
11/19/2020 15:30,11/19/2020 15:34,IP Address,70.119.236.13,100,236,TRUE,11/19/2020 15:34,R_2XdLyFhIkWnojx1,32.9992981,-96.83460236,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",Some of my scalp.,Rarely,3a,"Gel,Styling Cream,Mousse,Oil","Hair Growth,Thinning,Frizz,Split Ends,Chemical and Heat Damage",Balanced,Thin and bendable.,None at all,,Every few months,Fresh,South Asian,18-24,India,Female,75039,High,curly_High,0
11/19/2020 17:00,11/19/2020 17:04,IP Address,50.90.168.187,100,230,TRUE,11/19/2020 17:04,R_3QK5DDcm988SO4c,39.78599548,-86.1588974,anonymous,EN,Shoulder length,1-2 hours,Very little of my scalp if any.,Rarely,3b,"Styling Cream,Oil","Frizz,Too Much Volume",Balanced,Thick and noticeable.,None at all,,Once or twice a year,Floral,Arab or Middle Eastern,25-34,Egypt,Female,46204,Medium,curly_Medium,1
11/19/2020 19:13,11/19/2020 19:17,IP Address,173.67.8.101,100,238,TRUE,11/19/2020 19:17,R_1CdqmUi7eZXXWFo,39.28120422,-76.74060059,anonymous,EN,Above the ear or shoulder,Just a few minutes out of the shower,I have no problem seeing my scalp.,Rarely,2c,Hair Wax/Pomade,Dry Scalp,Balanced,Thick and noticeable.,Just a few hairs here and there,,Rarely,Fruity,Arab or Middle Eastern,45-54,,Male,21043,Low,wavy_Low,5
11/19/2020 20:41,11/19/2020 21:01,IP Address,76.164.85.129,100,1232,TRUE,11/19/2020 21:01,R_Wk5ius2a7b3tR85,30.35870361,-95.68569946,anonymous,EN,Mid-back or longer,"A pretty long time, may be damp the whole day.",Very little of my scalp if any.,Sometimes,4c,"Styling Cream,Custard,Oil","Split Ends,Dry Scalp,Breakage,Pregnancy Related Thinning",Balanced,Thick and noticeable.,Just a few hairs here and there,,Once or twice a year,Floral,Black or African American,25-34,United States of America,Female,77304,High,coils_High,6
11/19/2020 22:12,11/19/2020 22:16,IP Address,99.100.222.76,100,258,TRUE,11/19/2020 22:16,R_3nNJeEafGNJywmC,32.58169556,-97.13990021,anonymous,EN,Mid-back or longer,1-2 hours,Some of my scalp.,Rarely,3a,"Gel,Oil","Thinning,Too Little Volume,Rough/Dry Hair",Oily,Thin and bendable.,Just a few hairs here and there,,Weekly,Floral,South Asian,18-24,Pakistan,Female,76063,Medium,curly_Medium,1
11/19/2020 23:40,11/19/2020 23:44,IP Address,99.155.67.59,100,211,TRUE,11/19/2020 23:44,R_2YPugJA4udmzg8F,32.86839294,-96.93840027,anonymous,EN,Armpit length,1-2 hours,Some of my scalp.,Weekly,3b,Styling Cream,"Thinning,Frizz,Split Ends,Dandruff,Breakage",Combination,Thick and noticeable.,None at all,,Rarely,Floral,South Asian,18-24,India,Female,75063,Medium,curly_Medium,1
11/20/2020 6:33,11/20/2020 6:42,IP Address,76.201.4.43,100,491,TRUE,11/20/2020 6:42,R_1qh43rUrHvgoLo3,32.78889465,-96.80210114,anonymous,EN,Armpit length,1-2 hours,I have no problem seeing my scalp.,Sometimes,4a,Styling Cream,"Hair Growth,Thinning,Frizz,Breakage,Rough/Dry Hair",Balanced,I can't feel the strand.,Just a few hairs here and there,,Rarely,Fruity,Arab or Middle Eastern,25-34,Egypt,Female,75207,Medium,coils_Medium,7
11/20/2020 9:30,11/20/2020 9:36,IP Address,66.91.106.159,100,372,TRUE,11/20/2020 9:36,R_3kcgV0fAbZzM3n3,20.91740417,-156.6772003,anonymous,EN,Chin length,1-2 hours,Some of my scalp.,Rarely,3c,"Styling Cream,Oil,None of these, I prefer...","Hair Growth,Thinning,Frizz,Chemical and Heat Damage,Anti Aging",Dry,Thin and bendable.,About half of my hair,"Keratin Treatment,Natural extensions,Hair Rebonding",Monthly,Floral,White,45-54,United Kingdom of Great Britain and Northern Ireland,Female,96761,Medium,curly_Medium,1
11/20/2020 10:59,11/20/2020 11:02,IP Address,67.166.25.71,100,200,TRUE,11/20/2020 11:02,R_3PML0XA66fVuQmd,40.05000305,-105.2170029,anonymous,EN,,1-2 hours,Some of my scalp.,Rarely,3a,Styling Cream,"Frizz,Dry Scalp,Rough/Dry Hair",Dry,Thin and bendable.,None at all,,Once or twice a year,Fruity,White,18-24,United Kingdom of Great Britain and Northern Ireland,Female,,Medium,curly_Medium,1
11/20/2020 14:41,11/20/2020 14:47,IP Address,70.120.133.236,100,355,TRUE,11/20/2020 14:47,R_1GDIfcLCyIxPOMK,32.92599487,-96.96659851,anonymous,EN,Shoulder length,1-2 hours,Very little of my scalp if any.,Rarely,4a,Styling Cream,Dull hair strands,Balanced,I can't feel the strand.,Most of my hair,,Every few months,Fresh,Other,55-64,United States of America,Female,75243,Medium,coils_Medium,7
11/20/2020 22:27,11/20/2020 22:30,IP Address,108.88.115.8,100,209,TRUE,11/20/2020 22:30,R_2zbV77vqUBnD4V3,33.54060364,-101.8603973,anonymous,EN,,1-2 hours,Some of my scalp.,Sometimes,3b,"Styling Cream,Custard,Oil","Hair Growth,Split Ends,Chemical and Heat Damage,Breakage,Dull hair strands,Rough/Dry Hair",Combination,Thick and noticeable.,None at all,,Rarely,Fruity,"White,Black or African American",18-24,United States of America,Female,75019,Medium,curly_Medium,1
